06697.*A,3JC,FREEMAN FIELD,JUNCTION CITY,KS,ACE,NONE,PU,39-02-36.0000N,096-50-35.8000W,PU,,General Aviation,,N,100LLA,AMB,12,28000 
05643.*A,SER,FREEMAN MUNI,SEYMOUR,IN,AGL,CHI,PU,38-55-28.9160N,085-54-30.0740W,PU,,General Aviation,,N,100LLA,AFRT  AGRI  CARGO  INSTR  RNTL  SURV,52,11817 
04660.02*A,C86,FREEPORT/DORNINK,FREEPORT,IL,AGL,CHI,PU,42-22-40.0580N,089-33-50.4180W,PR,,NON-NPIAS,,N,,INSTR  RNTL,4,6500 
08595.*A,W00,FREEWAY,MITCHELLVILLE,MD,AEA,DCA,PU,38-56-28.8670N,076-46-20.5790W,PR,,NON-NPIAS,,N,100LL,CHTR  INSTR  RNTL,75,24115 
17932.1*A,14G,FREMONT,FREMONT,OH,AGL,DET,PU,41-19-59.1000N,083-09-40.3000W,PR,,NON-NPIAS,,N,100LL,INSTR  RNTL  SALES,63,38450 
02532.*A,1V6,FREMONT COUNTY,CANON CITY,CO,ANM,DEN,PU,38-25-42.8168N,105-06-24.6759W,PU,,General Aviation,,N,100LLA,CHTR  GLD  INSTR  PAJA  RNTL  SALES  TOW,70,13778 
12716.*A,FET,FREMONT MUNI,FREMONT,NE,ACE,NONE,PU,41-26-59.8000N,096-31-16.3000W,PU,,General Aviation,,N,100LLA,INSTR  RNTL,56,22300 
09829.*A,FFX,FREMONT MUNI,FREMONT,MI,AGL,DET,PU,43-26-21.5000N,085-59-41.6000W,PU,,General Aviation,,N,100LLA,CHTR  RNTL,29,8075 
05296.1*A,FRH,FRENCH LICK MUNI,FRENCH LICK,IN,AGL,CHI,PU,38-30-22.4000N,086-38-13.0000W,PU,,General Aviation,,N,100LLA,,12,11764 
01931.6*A,F70,FRENCH VALLEY,MURRIETA/TEMECULA,CA,AWP,LAX,PU,33-34-27.0447N,117-07-42.5035W,PU,,General Aviation,,N,100LLA,CHTR  INSTR  RNTL,194,98185 
90716.*A,MYAF,FRESH CREEK,FRESH CREEK,,,NONE,PU,24-41-52.5400N,077-47-44.4400W,PU,,NON-NPIAS,,N,,CARGO,0,0 
01590.*A,FCH,FRESNO CHANDLER EXECUTIVE,FRESNO,CA,AWP,SFO,PU,36-43-55.6000N,119-49-13.2000W,PU,,Reliever,,N,100LL,AVNCS  CHTR  INSTR  RNTL  SALES,121,24885 
01591.*A,FAT,FRESNO YOSEMITE INTL,FRESNO,CA,AWP,SFO,PU,36-46-35.6000N,119-43-07.8000W,PU,I B S 05/1973,Primary,Small,Y,100  A,AFRT  AVNCS  CARGO  CHTR  INSTR  RNTL  SALES  SURV,134,119110 
26219.4*A,FHR,FRIDAY HARBOR,FRIDAY HARBOR,WA,ANM,SEA,PU,48-31-19.1000N,123-01-27.7000W,PU,,Primary,Non-Hub,N,100LL,AFRT  AMB  CARGO  CHTR  INSTR  RNTL,142,45927 
26219.1*C,W33,FRIDAY HARBOR,FRIDAY HARBOR,WA,ANM,SEA,PU,48-32-14.3590N,123-00-34.6450W,PU,,Commercial Service,,N,,,0,8600 
04206.*A,SUN,FRIEDMAN MEMORIAL,HAILEY,ID,ANM,HLN,PU,43-30-13.6100N,114-17-44.0100W,PU,I A S 10/1974,Primary,Non-Hub,Y,100LLA1+,AFRT  AMB  CARGO  CHTR  INSTR  RNTL  SALES,147,44237 
02575.1*A,FTG,FRONT RANGE,DENVER,CO,ANM,DEN,PU,39-47-03.1200N,104-32-15.4400W,PU,,Reliever,,Y,100LLA,AGRI  AVNCS  CHTR  INSTR  RNTL  SALES,278,44520 
25791.*A,FRR,FRONT ROYAL-WARREN COUNTY,FRONT ROYAL,VA,AEA,DCA,PU,38-55-03.1355N,078-15-12.1795W,PU,,General Aviation,,N,100LL,CHTR  GLD  INSTR  RNTL  SURV,39,17877 
06173.*A,4D8,FULLER,MILFORD,IA,ACE,NONE,PU,43-19-59.4710N,095-09-32.5860W,PU,,NON-NPIAS,,N,100LL,,9,3850 
01593.*A,FUL,FULLERTON MUNI,FULLERTON,CA,AWP,LAX,PU,33-52-19.2510N,117-58-47.2230W,PU,,Reliever,,Y,100LLA,CHTR  INSTR  RNTL  SALES,233,61180 
07151.4*A,1M7,FULTON,FULTON,KY,ASO,MEM,PU,36-31-32.3000N,088-55-04.2000W,PU,,General Aviation,,N,100LL,,9,9197 
15504.*A,NY0,FULTON COUNTY,JOHNSTOWN,NY,AEA,NYC,PU,42-59-53.5000N,074-19-46.4000W,PU,,General Aviation,,N,100LL,INSTR  RNTL  SALES,33,11200 
05613.*A,RCR,FULTON COUNTY,ROCHESTER,IN,AGL,CHI,PU,41-03-55.9000N,086-10-54.1000W,PU,,General Aviation,,N,100LLA,INSTR,9,17089 
18645.1*A,USE,FULTON COUNTY,WAUSEON,OH,AGL,DET,PU,41-36-35.2029N,084-07-37.8788W,PU,,General Aviation,,N,100LLA    A1+,INSTR  RNTL,16,21123 
03639.*A,FTY,FULTON COUNTY AIRPORT-BROWN FIELD,ATLANTA,GA,ASO,ATL,PU,33-46-44.8550N,084-31-16.9176W,PU,,Reliever,,Y,100LLA1+,AFRT  AMB  AVNCS  CARGO  CHTR  INSTR  RNTL,85,60000 
50250.*C,FNR,FUNTER BAY,FUNTER BAY,AK,AAL,NONE,PU,58-15-15.7890N,134-53-52.4640W,PU,,General Aviation,,N,,,0,150 
01494.61*A,L06,FURNACE CREEK,DEATH VALLEY NATIONAL PARK,CA,AWP,LAX,PU,36-27-37.8000N,116-52-47.3000W,PU,,NON-NPIAS,,N,,,3,10500 
11231.1*A,2M4,G V MONTGOMERY,FOREST,MS,ASO,JAN,PU,32-21-17.8000N,089-29-17.4000W,PU,,General Aviation,,N,,,2,1100 
13062.*A,GAB,GABBS,GABBS,NV,AWP,PHX,PU,38-55-26.7280N,117-57-32.4260W,PU,,General Aviation,,N,,,1,200 
17335.66*A,9G9,GACKLE MUNI,GACKLE,ND,AGL,DMA,PU,46-37-17.2281N,099-09-51.9402W,PU,,NON-NPIAS,,N,,,0,20 
18974.*A,GAG,GAGE,GAGE,OK,ASW,AOK,PU,36-17-43.9400N,099-46-35.1250W,PU,,General Aviation,,N,,,0,700 
24767.1*A,GNC,GAINES COUNTY,SEMINOLE,TX,ASW,TEX,PU,32-40-31.2000N,102-39-09.6000W,PU,,General Aviation,,N,100LLA,CHTR  INSTR  RNTL,25,10550 
11738.5*A,H27,GAINESVILLE MEMORIAL,GAINESVILLE,MO,ACE,NONE,PU,36-36-49.7800N,092-23-58.5500W,PU,,NON-NPIAS,,N,,,5,300 
23911.*A,GLE,GAINESVILLE MUNI,GAINESVILLE,TX,ASW,TEX,PU,33-39-07.9000N,097-11-50.2000W,PU,,General Aviation,,N,100LLA,AGRI  AVNCS  INSTR  RNTL,33,17800 
03210.*A,GNV,GAINESVILLE RGNL,GAINESVILLE,FL,ASO,ORL,PU,29-41-24.2000N,082-16-18.4000W,PU,I B S 05/1973,Primary,Non-Hub,Y,100  A,CARGO  INSTR  RNTL  SALES,139,59142 
50257.5*A,GBH,GALBRAITH LAKE,GALBRAITH LAKE,AK,AAL,NONE,PU,68-28-46.8000N,149-29-23.7000W,PU,IV A U 07/2008,General Aviation,,N,,CARGO,0,351 
04667.1*A,GBG,GALESBURG MUNI,GALESBURG,IL,AGL,CHI,PU,40-56-16.8019N,090-25-52.0449W,PU,,General Aviation,,N,100LLA,AFRT  AMB  AVNCS  CHTR  INSTR  SALES,37,14000 
17939.*A,GQQ,GALION MUNI,GALION,OH,AGL,DET,PU,40-45-12.2000N,082-43-25.7000W,PU,,General Aviation,,N,100LLA,INSTR  RNTL,26,6216 
17941.1*A,GAS,GALLIA-MEIGS RGNL,GALLIPOLIS,OH,AGL,DET,PU,38-50-02.8015N,082-09-48.3474W,PU,,General Aviation,,N,100LLA1,,11,19800 
14612.*A,GUP,GALLUP MUNI,GALLUP,NM,ASW,LNM,PU,35-30-39.8100N,108-47-21.5140W,PU,,General Aviation,,N,100LLA1+,AFRT  AMB  CARGO  CHTR,19,6200 
04715.*A,10C,GALT FIELD,GREENWOOD/WONDER LAKE,IL,AGL,CHI,PU,42-24-10.4000N,088-22-30.4000W,PR,,General Aviation,,N,100LL,INSTR  RNTL,54,40000 
05297.*A,5I6,GALVESTON,GALVESTON,IN,AGL,CHI,PU,40-35-03.1380N,086-15-24.9850W,PU,,NON-NPIAS,,N,,AGRI,0,50 
50260.*A,GAM,GAMBELL,GAMBELL,AK,AAL,NONE,PU,63-45-59.8000N,171-43-58.0000W,PU,,Commercial Service,,N,,CARGO,0,1602 
02074.*A,2O1,GANSNER FIELD,QUINCY,CA,AWP,SFO,PU,39-56-38.1000N,120-56-43.4000W,PU,,General Aviation,,N,100LL,,28,9200 
01599.1*A,O16,GARBERVILLE,GARBERVILLE,CA,AWP,SFO,PU,40-05-07.5600N,123-48-50.9250W,PU,,General Aviation,,N,100LL,,18,16500 
06621.*A,GCK,GARDEN CITY RGNL,GARDEN CITY,KS,ACE,NONE,PU,37-55-39.1000N,100-43-27.9000W,PU,I A S 05/1973,Primary,Non-Hub,Y,100LLA,AGRI  CHTR  INSTR  RNTL  SALES,67,14905 
12865.*A,OKS,GARDEN COUNTY,OSHKOSH,NE,ACE,NONE,PU,41-24-06.8799N,102-21-22.8656W,PU,,General Aviation,,N,100LL,AGRI,6,6270 
04196.31*A,U88,GARDEN VALLEY,GARDEN VALLEY,ID,ANM,HLN,PU,44-04-01.0000N,115-55-52.6000W,PU,,NON-NPIAS,,N,,,5,3550 
12368.*A,29S,GARDINER,GARDINER,MT,ANM,HLN,PU,45-02-59.7680N,110-44-47.7630W,PU,,General Aviation,,N,100LLA,,0,7600 
08929.*A,GDM,GARDNER MUNI,GARDNER,MA,ANE,NONE,PU,42-32-59.6000N,072-00-57.7000W,PU,,General Aviation,,N,100LL,,15,5515 
06623.*A,K34,GARDNER MUNI,GARDNER,KS,ACE,NONE,PU,38-48-24.3403N,094-57-23.5021W,PU,,General Aviation,,N,100LLMOGAS,GLD  INSTR  RNTL  TOW,69,26000 
02711.*A,RIL,GARFIELD COUNTY RGNL,RIFLE,CO,ANM,DEN,PU,39-31-35.8000N,107-43-40.8000W,PU,,General Aviation,,N,100LLA,AFRT  AMB  CHTR  INSTR  RNTL,49,8129 
24955.*A,UVA,GARNER FIELD,UVALDE,TX,ASW,TEX,PU,29-12-40.8000N,099-44-36.9000W,PU,,General Aviation,,N,100LLA,AGRI  AVNCS  CHTR  GLD  INSTR  RNTL  SALES  TOW,23,12565 
06625.*A,K68,GARNETT MUNI,GARNETT,KS,ACE,NONE,PU,38-16-38.4900N,095-12-54.8300W,PU,,General Aviation,,N,100LL,AGRI  INSTR,16,1520 
16130.*A,B04,GARNSEYS,SCHUYLERVILLE,NY,AEA,NYC,PU,43-04-30.2720N,073-34-58.4170W,PR,,NON-NPIAS,,N,,,3,1100 
08604.1*A,2G4,GARRETT COUNTY,OAKLAND,MD,AEA,DCA,PU,39-34-50.9000N,079-20-09.4000W,PU,,General Aviation,,N,100LLA+,CHTR,26,14450 
17452.6*A,37N,GARRISON DAM RECREATIONAL AIRPARK,RIVERDALE,ND,AGL,DMA,PU,47-28-57.8200N,101-24-29.3350W,PU,,NON-NPIAS,,N,,,0,200 
17337.2*A,D05,GARRISON MUNI,GARRISON,ND,AGL,DMA,PU,47-39-21.4534N,101-26-12.9504W,PU,,General Aviation,,N,100LL,AGRI,15,3420 
05303.*A,GYY,GARY/CHICAGO INTL,GARY,IN,AGL,CHI,PU,41-37-02.1000N,087-24-52.3000W,PU,I B U 08/1981,General Aviation,,Y,100LLA,CARGO  CHTR  INSTR  RNTL,93,30733 
16739.*A,AKH,GASTONIA MUNI,GASTONIA,NC,ASO,MEM,PU,35-12-09.5000N,081-08-59.6000W,PU,,General Aviation,,N,100LLA1+,AVNCS  CHTR  INSTR  RNTL,32,50040 
01042.*A,3M0,GASTONS,LAKEVIEW,AR,ASW,AOK,PU,36-20-56.6000N,092-33-20.9000W,PR,,NON-NPIAS,,N,100LL,,0,10700 
17945.*A,7D8,GATES,GARRETTSVILLE,OH,AGL,DET,PU,41-21-04.1970N,081-05-58.3490W,PR,,NON-NPIAS,,N,,,2,4200 
23930.2*A,GOP,GATESVILLE MUNI,GATESVILLE,TX,ASW,TEX,PU,31-25-16.5920N,097-47-49.0840W,PU,,General Aviation,,N,100LL,,10,4500 
23183.9*A,GKT,GATLINBURG-PIGEON FORGE,SEVIERVILLE,TN,ASO,MEM,PU,35-51-27.9320N,083-31-43.3370W,PU,,General Aviation,,N,100LLA,AFRT  AMB  CHTR  INSTR  RNTL  TOW,87,81060 
10459.01*A,48G,GAVAGAN FLD,YALE,MI,AGL,DET,PU,43-06-12.4000N,082-53-24.8000W,PR,,NON-NPIAS,,N,,,1,100 
09834.*A,GLR,GAYLORD RGNL,GAYLORD,MI,AGL,DET,PU,45-00-46.9000N,084-42-12.4000W,PU,,General Aviation,,N,100LLA,CARGO  CHTR  RNTL,24,10000 
18196.*A,7G8,GEAUGA COUNTY,MIDDLEFIELD,OH,AGL,DET,PU,41-26-58.5416N,081-03-46.5634W,PU,,General Aviation,,N,100LL,,30,7450 
02503.1*A,5V6,GEBAUER,AKRON,CO,ANM,DEN,PU,40-14-34.6000N,103-05-39.5000W,PR,,NON-NPIAS,,N,,,0,20 
04672.*A,3G8,GEN-AIRPARK,GENESEO,IL,AGL,CHI,PU,41-26-23.2000N,090-06-36.2000W,PR,,NON-NPIAS,,N,,INSTR  PAJA,14,5000 
07122.*A,K62,GENE SNYDER,FALMOUTH,KY,ASO,MEM,PU,38-42-14.7000N,084-23-30.6000W,PU,,General Aviation,,N,100LL,,27,4790 
23094.12*A,M01,GENERAL DEWITT SPAIN,MEMPHIS,TN,ASO,MEM,PU,35-12-02.5000N,090-03-14.3000W,PU,,Reliever,,N,100LLA+,CHTR  INSTR  RNTL,68,27050 
25168.*A,1L8,GENERAL DICK STOUT FIELD,HURRICANE,UT,ANM,DEN,PU,37-08-24.8850N,113-18-21.7750W,PU,,General Aviation,,N,100LLA    MOGAS,PAJA,50,8552 
04938.*A,PIA,GENERAL DOWNING - PEORIA INTL,PEORIA,IL,AGL,CHI,PU,40-39-51.1000N,089-41-35.7000W,PU,I B S 05/1973,Primary,Non-Hub,Y,100LLA,CHTR  INSTR  RNTL  SALES,47,39673 
08778.*A,BOS,GENERAL EDWARD LAWRENCE LOGAN INTL,BOSTON,MA,ANE,NONE,PU,42-21-46.6741N,071-00-23.1257W,PU,I E S 09/1972,Primary,Large,Y,100LLA,AFRT  CARGO  CHTR,0,325129 
27388.*A,MKE,GENERAL MITCHELL INTL,MILWAUKEE,WI,AGL,CHI,PU,42-56-49.0000N,087-53-49.4000W,PU,I C S 05/1973,Primary,Medium,Y,100LLA,AMB  AVNCS  CARGO  CHTR  INSTR  RNTL  SALES,87,128054 
01754.2*A,WJF,GENERAL WM J FOX AIRFIELD,LANCASTER,CA,AWP,LAX,PU,34-44-27.8000N,118-13-07.1000W,PU,,General Aviation,,Y,100LLA,AVNCS  CHTR  INSTR  RNTL  SALES,149,81851 
14858.*A,GVQ,GENESEE COUNTY,BATAVIA,NY,AEA,NYC,PU,43-01-54.3000N,078-10-10.8000W,PU,,Reliever,,N,100LLA1+,AFRT  AGRI  AMB  CHTR  INSTR  RNTL,48,40000 
15292.4*A,D52,GENESEO,GENESEO,NY,AEA,NYC,PU,42-47-55.2250N,077-50-33.0120W,PR,,NON-NPIAS,,N,,,19,7500 
00344.1*A,33J,GENEVA MUNI,GENEVA,AL,ASO,JAN,PU,31-03-09.4500N,085-52-08.2000W,PU,,General Aviation,,N,100LL,INSTR  RNTL,19,9069 
12729.5*A,97Y,GENOA MUNI,GENOA,NE,ACE,NONE,PU,41-24-15.0480N,097-42-31.1860W,PU,,NON-NPIAS,,N,100LL,,3,1050 
24071.1*A,IAH,GEORGE BUSH INTERCONTINENTAL/HOUSTON,HOUSTON,TX,ASW,TEX,PU,29-59-04.0000N,095-20-29.2000W,PU,I E S 05/1973,Primary,Large,Y,100LLA,AFRT  AVNCS  CARGO,39,547409 
00119.*A,AIV,GEORGE DOWNER,ALICEVILLE,AL,ASO,JAN,PU,33-06-24.2800N,088-11-49.8300W,PU,,General Aviation,,N,,,2,5400 
19589.1*A,5S1,GEORGE FELT,ROSEBURG,OR,ANM,SEA,PU,43-12-55.6000N,123-24-15.8000W,PR,,NON-NPIAS,,N,,,15,1500 
06416.6*A,3Y2,GEORGE L SCOTT MUNI,WEST UNION,IA,ACE,NONE,PU,42-59-06.3000N,091-47-26.2000W,PU,,General Aviation,,N,,,8,1250 
11444.*A,STF,GEORGE M BRYAN,STARKVILLE,MS,ASO,JAN,PU,33-25-59.2000N,088-50-55.0000W,PU,,General Aviation,,N,100LLA,GLD  INSTR  RNTL  TOW,40,22520 
07436.*A,BXA,GEORGE R CARR MEMORIAL AIR FLD,BOGALUSA,LA,ASW,LNM,PU,30-48-49.2710N,089-51-53.8720W,PU,,General Aviation,,N,100LLA,,18,24000 
03102.*A,CDK,GEORGE T LEWIS,CEDAR KEY,FL,ASO,ORL,PU,29-08-03.2000N,083-03-01.7000W,PU,,General Aviation,,N,,,3,4000 
01608.7*A,E36,GEORGETOWN,GEORGETOWN,CA,AWP,SFO,PU,38-55-15.5000N,120-51-53.4000W,PU,,General Aviation,,N,100LL,CHTR  INSTR  RNTL,33,22500 
22292.*A,GGE,GEORGETOWN COUNTY,GEORGETOWN,SC,ASO,ATL,PU,33-18-41.0000N,079-19-13.1000W,PU,,General Aviation,,N,100LLA,INSTR  RNTL,44,48000 
23934.*A,GTU,GEORGETOWN MUNI,GEORGETOWN,TX,ASW,TEX,PU,30-40-43.7000N,097-40-45.8000W,PU,,Reliever,,Y,100LLA1+,AMB  AVNCS  INSTR  RNTL  SALES,287,73478 
07152.1*A,27K,GEORGETOWN SCOTT COUNTY - MARSHALL FLD,GEORGETOWN,KY,ASO,MEM,PU,38-14-04.0000N,084-26-04.9000W,PU,,General Aviation,,N,100LLA+,CHTR  INSTR  RNTL,68,17625 
09852.*A,GRR,GERALD R FORD INTL,GRAND RAPIDS,MI,AGL,DET,PU,42-52-51.0000N,085-31-22.1000W,PU,I C S 05/1973,Primary,Small,Y,100LLA,AFRT  AMB  AVNCS  CARGO  CHTR  INSTR  RNTL  SALES,88,75128 
12370.*A,5U8,GERALDINE,GERALDINE,MT,ANM,HLN,PU,47-35-47.5000N,110-15-58.1000W,PU,,General Aviation,,N,,AGRI,2,1500 
17949.*A,7D9,GERMACK,GENEVA,OH,AGL,DET,PU,41-46-40.1960N,080-54-14.3270W,PR,,NON-NPIAS,,N,100LL,,12,840 
22686.8*A,0D8,GETTYSBURG MUNI,GETTYSBURG,SD,AGL,DMA,PU,44-59-11.8000N,099-57-10.4000W,PU,,General Aviation,,N,100LLA,AGRI  INSTR,11,7155 
20440.*A,W05,GETTYSBURG RGNL,GETTYSBURG,PA,AEA,HAR,PU,39-50-28.7000N,077-16-28.7000W,PU,,General Aviation,,N,,,10,9650 
23230.*A,TGC,GIBSON COUNTY,TRENTON,TN,ASO,MEM,PU,35-55-56.8370N,088-50-56.1850W,PU,,General Aviation,,N,100LLA+,,17,8240 
23937.1*A,GYB,GIDDINGS-LEE COUNTY,GIDDINGS,TX,ASW,TEX,PU,30-10-09.4000N,096-58-48.1000W,PU,,General Aviation,,N,100LLA,INSTR  RNTL,11,5800 
11744.*A,M85,GIDEON MEMORIAL,GIDEON,MO,ACE,NONE,PU,36-26-37.5210N,089-54-13.8180W,PU,,NON-NPIAS,,N,,AGRI,2,13150 
15857.*A,8G3,GIERMEK EXECUTIVE,OLEAN,NY,AEA,NYC,PU,42-04-03.4000N,078-24-19.9000W,PR,,NON-NPIAS,,N,,,3,400 
13220.*A,4C4,GIFFORD FIELD,COLEBROOK,NH,ANE,NONE,PU,44-53-15.0850N,071-30-27.8082W,PR,,NON-NPIAS,,N,,,7,600 
00687.1*A,E63,GILA BEND MUNI,GILA BEND,AZ,AWP,PHX,PU,32-57-36.6100N,112-40-25.0950W,PU,,General Aviation,,N,100LL,,4,36290 
27534.1*A,94C,GILBERT FIELD,RIO,WI,AGL,CHI,PU,43-26-59.9470N,089-15-00.4170W,PR,,NON-NPIAS,,N,,,8,5805 
23903.*A,T82,GILLESPIE COUNTY,FREDERICKSBURG,TX,ASW,TEX,PU,30-14-35.7000N,098-54-33.1000W,PU,,General Aviation,,N,100LLA,AVNCS  INSTR  RNTL,100,16000 
02165.*A,SEE,GILLESPIE FIELD,SAN DIEGO/EL CAJON,CA,AWP,LAX,PU,32-49-34.4000N,116-58-20.8000W,PU,,Reliever,,Y,100LLA,AFRT  AMB  AVNCS  CHTR  INSTR  RNTL  SALES  SURV,712,199704 
08124.*A,66B,GILLESPIE FLD,MEDDYBEMPS,ME,ANE,NONE,PU,45-01-46.6400N,067-21-57.4800W,PR,,NON-NPIAS,,N,,,1,200 
27789.*A,GCC,GILLETTE-CAMPBELL COUNTY,GILLETTE,WY,ANM,DEN,PU,44-20-56.1000N,105-32-21.7000W,PU,I A S 09/2005,Primary,Non-Hub,Y,100LLA,AFRT  CARGO  CHTR  INSTR  RNTL  SALES  SURV,65,24163 
16588.7*A,BQ1,GILLIAM - MC CONNELL AIRFIELD,CARTHAGE,NC,ASO,MEM,PU,35-20-30.0000N,079-26-13.0000W,PR,,NON-NPIAS,,N,100LL,AVNCS,18,16000 
03782.5*A,49A,GILMER COUNTY,ELLIJAY,GA,ASO,ATL,PU,34-37-41.5000N,084-31-35.6000W,PU,,General Aviation,,N,100LLA,INSTR,14,2500 
06851.1*A,57K,GILMORE,PLEASANTON,KS,ACE,NONE,PU,38-07-42.1000N,094-44-50.8000W,PR,,NON-NPIAS,,N,,,0,0 
50270.1*A,AQY,GIRDWOOD,GIRDWOOD,AK,AAL,NONE,PU,60-58-08.4800N,149-07-09.6450W,PU,,General Aviation,,N,,CARGO  CHTR  PAJA,0,4000 
50272.*A,KGZ,GLACIER CREEK,GLACIER CREEK,AK,AAL,NONE,PU,61-27-18.4840N,142-22-51.4230W,PU,,NON-NPIAS,,N,,,0,60 
12418.*A,GPI,GLACIER PARK INTL,KALISPELL,MT,ANM,HLN,PU,48-18-37.7000N,114-15-21.6000W,PU,I B S 05/1973,Primary,Non-Hub,Y,100LLA,AVNCS  CHTR  INSTR  RNTL  SURV,155,31132 
23948.*A,07F,GLADEWATER MUNI,GLADEWATER,TX,ASW,TEX,PU,32-31-43.8000N,094-58-18.3000W,PU,,General Aviation,,N,100LL,INSTR  PAJA  RNTL,0,21100 
09839.*A,GDW,GLADWIN ZETTEL MEMORIAL,GLADWIN,MI,AGL,DET,PU,43-58-14.1216N,084-28-30.0720W,PU,,General Aviation,,N,100LLA,INSTR  RNTL,14,4454 
07157.1*A,GLW,GLASGOW MUNI,GLASGOW,KY,ASO,MEM,PU,37-01-54.4000N,085-57-13.5000W,PU,,General Aviation,,N,100LLA+,INSTR  RNTL,25,13100 
17340.*A,D57,GLEN ULLIN RGNL,GLEN ULLIN,ND,AGL,DMA,PU,46-48-51.4850N,101-51-54.6900W,PU,,General Aviation,,N,100LL,AGRI,6,900 
10706.7*A,GYL,GLENCOE MUNI,GLENCOE,MN,AGL,DMA,PU,44-45-21.6246N,094-04-53.2749W,PU,,General Aviation,,N,100LL,,28,10615 
00692.21*A,GEU,GLENDALE MUNI,GLENDALE,AZ,AWP,PHX,PU,33-31-36.9000N,112-17-42.5000W,PU,,Reliever,,Y,100LLA,AMB  AVNCS  CHTR  INSTR  RNTL  SALES,267,65086 
05409.4*A,8I3,GLENNDALE,KOKOMO,IN,AGL,CHI,PU,40-26-00.1350N,086-12-11.9780W,PR,,NON-NPIAS,,N,100LLMOGAS,INSTR  RNTL  SALES,18,3938 
04197.*A,U89,GLENNS FERRY MUNI,GLENNS FERRY,ID,ANM,HLN,PU,42-56-37.2000N,115-19-48.3000W,PU,,NON-NPIAS,,N,,AGRI,5,1760 
10707.*A,GHW,GLENWOOD MUNI,GLENWOOD,MN,AGL,DMA,PU,45-38-37.7885N,095-19-13.6161W,PU,,General Aviation,,N,100LL,AVNCS,11,4900 
02618.*A,GWS,GLENWOOD SPRINGS MUNI,GLENWOOD SPRINGS,CO,ANM,DEN,PU,39-30-21.6000N,107-18-32.7000W,PU,,NON-NPIAS,,N,100LL,AFRT  AMB  CHTR  INSTR  RNTL  SALES  SURV,65,20999 
14613.71*A,E94,GLENWOOD-CATRON COUNTY,GLENWOOD,NM,ASW,LNM,PU,33-21-10.2230N,108-52-02.2290W,PU,,General Aviation,,N,,,0,34 
10318.12*A,97G,GLOWACKI,ST JOHNS,MI,AGL,DET,PU,43-00-00.1150N,084-35-44.9530W,PR,,NON-NPIAS,,N,,,1,100 
01967.*A,DVO,GNOSS FIELD,NOVATO,CA,AWP,SFO,PU,38-08-36.8550N,122-33-25.5150W,PU,,Reliever,,N,100LLA,AVNCS  CHTR  INSTR  RNTL  SALES,173,98000 
09968.*A,IWD,GOGEBIC-IRON COUNTY,IRONWOOD,MI,AGL,DET,PU,46-31-38.9000N,090-07-53.0000W,PU,I A S 05/1973,Commercial Service,,N,100LLA,,15,5464 
26104.1*A,W52,GOHEEN,BATTLE GROUND,WA,ANM,SEA,PU,45-49-36.4670N,122-34-36.6820W,PR,,NON-NPIAS,,N,,,41,3440 
19453.*A,4S1,GOLD BEACH MUNI,GOLD BEACH,OR,ANM,SEA,PU,42-24-55.0717N,124-25-29.7204W,PU,,General Aviation,,N,100LLA,,12,5550 
50216.32*A,AK7,GOLD KING CREEK,FAIRBANKS,AK,AAL,NONE,PU,64-11-53.0000N,147-55-43.0000W,PU,,NON-NPIAS,,N,,,1,50 
50274.2*C,3Z8,GOLDEN HORN LODGE,GOLDEN HORN LODGE,AK,AAL,NONE,PU,59-44-49.3420N,158-52-29.0190W,PR,,NON-NPIAS,,N,,CARGO,0,100 
11194.51*A,GTR,GOLDEN TRIANGLE RGNL,COLUMBUS/W POINT/STARKVILLE,MS,ASO,JAN,PU,33-26-53.8000N,088-35-29.0000W,PU,I A S 05/1973,Primary,Non-Hub,Y,100LLA,CARGO,40,38561 
26222.1*A,S20,GOLDENDALE,GOLDENDALE,WA,ANM,SEA,PU,45-49-55.4660N,120-50-42.9890W,PU,,NON-NPIAS,,N,,AGRI,9,5110 
23950.2*A,T37,GOLDTHWAITE MUNI,GOLDTHWAITE,TX,ASW,TEX,PU,31-25-44.6400N,098-36-30.0800W,PU,,NON-NPIAS,,N,,,2,800 
50275.01*A,GLV,GOLOVIN,GOLOVIN,AK,AAL,NONE,PU,64-33-01.6000N,163-00-25.8000W,PU,,General Aviation,,N,,,0,0 
50584.41*C,2D3,GOODING LAKE,PALMER,AK,AAL,NONE,PU,61-37-39.7900N,149-14-20.6500W,PU,,NON-NPIAS,,N,,,3,50 
04201.*A,GNG,GOODING MUNI,GOODING,ID,ANM,HLN,PU,42-55-01.8000N,114-45-54.6000W,PU,,General Aviation,,N,100LLA,AGRI  CHTR  INSTR,81,26800 
50277.*A,GNU,GOODNEWS,GOODNEWS,AK,AAL,NONE,PU,59-07-04.3000N,161-34-25.2000W,PU,,General Aviation,,N,,CARGO,0,3200 
02804.*A,42B,GOODSPEED,EAST HADDAM,CT,ANE,NONE,PU,41-26-44.3560N,072-27-20.3130W,PR,,NON-NPIAS,,N,,CHTR  INSTR,30,6230 
50278.6*A,Z40,GOOSE BAY,GOOSE BAY,AK,AAL,NONE,PU,61-23-40.7400N,149-50-32.1700W,PU,,General Aviation,,N,,,0,5500 
16814.*A,28A,GOOSE CREEK,INDIAN TRAIL,NC,ASO,MEM,PU,35-07-15.5260N,080-35-14.2420W,PR,,NON-NPIAS,,N,100LL,INSTR  RNTL  SALES,17,3570 
